12/10/2023	5
13/10/2023	1
14/10/2023	2
15/10/2023	0
16/10/2023	2
17/10/2023	3
18/10/2023	0
19/10/2023	2
20/10/2023	1
21/10/2023	0
22/10/2023	1
23/10/2023	5
24/10/2023	4
25/10/2023	0
26/10/2023	0
27/10/2023	0
28/10/2023	1
29/10/2023	3
30/10/2023	2
31/10/2023	2
01/11/2023	2
02/11/2023	2
03/11/2023	5
04/11/2023	0
05/11/2023	2
06/11/2023	0
07/11/2023	3
08/11/2023	0
09/11/2023	2
10/11/2023	0
11/11/2023	0
12/11/2023	2
13/11/2023	0
14/11/2023	3
15/11/2023	6
16/11/2023	1
17/11/2023	1
18/11/2023	1
19/11/2023	0
20/11/2023	5
21/11/2023	6
22/11/2023	1
23/11/2023	0
24/11/2023	0
25/11/2023	0
26/11/2023	0
27/11/2023	0
28/11/2023	0
29/11/2023	10
30/11/2023	4
01/12/2023	1
02/12/2023	2
03/12/2023	0
04/12/2023	3
05/12/2023	0
06/12/2023	0
07/12/2023	0
08/12/2023	2
09/12/2023	2
10/12/2023	0
11/12/2023	0
12/12/2023	5
13/12/2023	1
14/12/2023	19
15/12/2023	4
16/12/2023	1
17/12/2023	2
18/12/2023	0
19/12/2023	1
20/12/2023	0
21/12/2023	0
22/12/2023	0
23/12/2023	0
24/12/2023	4
25/12/2023	4
26/12/2023	7
27/12/2023	14
28/12/2023	1
29/12/2023	2
30/12/2023	2
31/12/2023	2
01/01/2024	2
02/01/2024	1
03/01/2024	0
04/01/2024	0
05/01/2024	0
06/01/2024	2
07/01/2024	0
08/01/2024	0
09/01/2024	0
10/01/2024	0
11/01/2024	0
12/01/2024	5
13/01/2024	8
14/01/2024	0
15/01/2024	0
16/01/2024	0
17/01/2024	0
18/01/2024	0
19/01/2024	4
20/01/2024	2
21/01/2024	0
22/01/2024	0
23/01/2024	7
24/01/2024	10
25/01/2024	0
26/01/2024	3
27/01/2024	0
28/01/2024	4
29/01/2024	1
30/01/2024	2
31/01/2024	11
01/02/2024	1
02/02/2024	3
03/02/2024	0
04/02/2024	1
05/02/2024	7
06/02/2024	0
07/02/2024	1
08/02/2024	1
09/02/2024	3
10/02/2024	0
11/02/2024	0
12/02/2024	0
13/02/2024	2
14/02/2024	1
15/02/2024	0
16/02/2024	0
17/02/2024	2
18/02/2024	4
19/02/2024	0
20/02/2024	2
21/02/2024	0
22/02/2024	1
23/02/2024	9
24/02/2024	17
25/02/2024	0
26/02/2024	0
27/02/2024	4
28/02/2024	0
29/02/2024	1
01/03/2024	4
02/03/2024	5
03/03/2024	3
04/03/2024	0
05/03/2024	2
06/03/2024	0
07/03/2024	4
08/03/2024	3
09/03/2024	2
10/03/2024	1
11/03/2024	0
12/03/2024	1
13/03/2024	3
14/03/2024	6
15/03/2024	1
16/03/2024	0
17/03/2024	0
18/03/2024	0
19/03/2024	1
20/03/2024	3
21/03/2024	6
22/03/2024	1
23/03/2024	1
24/03/2024	3
25/03/2024	2
26/03/2024	0
27/03/2024	0
28/03/2024	1
29/03/2024	4
30/03/2024	9
31/03/2024	0
01/04/2024	1
02/04/2024	0
03/04/2024	4
04/04/2024	4
05/04/2024	14
06/04/2024	7
07/04/2024	0
08/04/2024	0
09/04/2024	0
10/04/2024	1
11/04/2024	1
12/04/2024	4
13/04/2024	0
14/04/2024	0
15/04/2024	0
16/04/2024	6
17/04/2024	1
18/04/2024	4
19/04/2024	0
20/04/2024	0
21/04/2024	0
22/04/2024	0
23/04/2024	0
24/04/2024	0
25/04/2024	0
26/04/2024	7
27/04/2024	5
28/04/2024	0
